Code,Description,LAT,LON
13328,"Moenjodaro, Pakistan: Moenjodaro Airport",27.334761600000004,68.1412008636865
13329,"Mosjoen, Norway: Kjaerstad",65.7830975,13.215568334873714
13330,"Mayajigua, Cuba: Mayajigua Airport",22.2310907,-79.06303743922973
13331,"Mitiga, Libya: Mitiga International",32.8962023,13.275488415650635
13332,"Mouila, Gabon: Mouila Airport",-1.84529285,11.056014589506356
13333,"Mbuji-Mayi, Congo (Kinshasa): Mbuji Mayi",-6.121213200000001,23.5690268
13334,"Majunga, Madagascar: Philibert Tsiranana",-14.903194099999999,47.9949366
13335,"Jackson, MN: Jackson Airport",32.2644805,-90.1352189
13336,"Mytilene, Greece: Mitilini",37.68941045,26.911482642320443
13337,"Murcia, Spain: Murcia San Javier",37.77661405,-0.8177947761077359
13338,"Toms River, NJ: Ocean County",40.0666813,-74.1772475
13339,"Mirny, Russia: Mirny Airport",62.53377665,114.03455948786615
13340,"Marianske Lazne, Czech Republic: Marianske Lazne Airport",,
13341,"Kansas City, MO: Charles B. Wheeler Downtown",39.12417015,-94.5928393404876
13342,"Milwaukee, WI: General Mitchell International",42.9465423,-87.89722765596174
13344,"Muskegon, MI: Muskegon County",43.1703365,-86.2370531
13345,"Obo Mboki, Central African Republic: Obo Mboki Airport",,
13346,"Makoua, Congo (Brazaville): Makoua Airport",-0.0199679,15.5803939
13347,"Hoolehua, HI: Molokai",21.15264475,-157.09621613900626
13348,"Jackson, TN: McKellar-Sipes Regional",35.6014507,-88.9161165
13349,"Mukah, Malaysia: Mukah Airport",2.90639,112.08000179999999
13350,"Muskogee, OK: Muskogee Davis Regional",,
13351,"Makemo, French Polynesia: Makemo Airport",-16.583900500000002,-143.65800480000001
13352,"Meekatharra, Australia: Meekatharra Airport",-26.610490600000002,118.5457279
13353,"Mekane Selam, Ethiopia: Mekane Selam Airport",10.725601,38.742377994980686
13354,"Mankato, MN: Mankato Regional",44.22366845,-93.91831957459381
13355,"Makokou, Gabon: Makokou Airport",0.57961795,12.89079014893444
13356,"Manokwari, Indonesia: Rendani",-0.89169655,134.04932350726716
13357,"Mackay, Australia: Mackay Airport",-21.170196100000002,149.18020182420713
13358,"Malacca, Malaysia: Malacca Airport",2.26456925,102.2510875168278
13359,"Malta, Malta: Luqa International",35.848426200000006,14.495947
13360,"Melbourne, FL: Melbourne International",28.1027201,-80.64815801235798
13361,"McAlester, OK: McAlester Regional",34.88198945,-95.7837243260017
13362,"Malad City, ID: Malad City Airport",42.1707539,-112.28913290000001
13363,"Male, Maldives: Velana International",4.1961894,73.5301041555218
13364,"Milford, UT: Milford Municipal/Ben and Judy Briscoe Field",,
13365,"Malang, Indonesia: Abdul Rachman Saleh",-7.929712200000001,112.7142727410747
13366,"Mulhouse, France: EuroAirport",47.60323695,7.52434812773247
13367,"Moline, IL: Quad City International",41.446846,-90.50943186065972
13368,"Malta, MT: Malta Airport",48.3489886,-107.88502495087387
13369,"Marshall, AK: Marshall Don Hunter Sr.",61.865823899999995,-162.0320792
13370,"Morelia, Mexico: General Francisco J. Mujica International",19.84913255,-101.02438325696907
13371,"Melilla, Spain: Melilla Airport",35.280028200000004,-2.9577403946686074
13372,"Milos, Greece: Milos Airport",36.6970158,24.476047606042453
13373,"Malabang, Philippines: Malabang Airport",7.61749985,124.05835458884295
13374,"Malalaua, Papua New Guinea: Malalaua Airport",-7.962789,145.7714197
13375,"Miles City, MT: Frank Wiley Field",,
13376,"Millinocket, ME: Millinocket Municipal",45.64784535,-68.6910573183726
13377,"Monroe, LA: Monroe Regional",32.5111077,-92.0384615
13378,"Merluna, Australia: Merluna Airport",-13.0655132,142.4511753
13379,"Monrovia, Liberia: Monrovia Spriggs Payne",6.2889789999999985,-10.759391787551882
13380,"Malatya, Turkey: Malatya Airport",38.3537486,38.253538263388116
13381,"Manley Hot Springs, AK: Manley Hot Springs Airport",64.98933120000001,-150.64647805048224
13382,"Melo, Uruguay: Melo Airport",-32.339346299999995,-54.2239579
13383,"Malmo, Sweden: Malmo Metropolitan Area",,
13384,"Memanbetsu, Japan: Memanbetsu Airport",43.882774100000006,144.16182555213425
13385,"Ciudad Mante, Mexico: Cuauhtemoc",19.27764635,-103.57598819740132
13386,"Minami Daito, Japan: Minami Daito Airport",,
13387,"Darlington, United Kingdom: Durham Tees Valley",54.50941065,-1.4247903167173148
13388,"Mammoth Lakes, CA: Mammoth Lakes Airport",37.625472650000006,-118.84171289148908
13389,"Athens, TN: McMinn County",35.395906700000005,-84.5624326
13390,"Matsumoto, Japan: Matsumoto Airport",36.1646919,137.9263841119999
13391,"Murmansk, Russia: Murmansk Airport",67.4603329,33.58414260000001
13392,"Marshall, MN: Southwest Minnesota Regional-Marshall/Ryan Field",,
13393,"Middlemount, Australia: Middlemount Airport",-22.802499800000003,148.70500180000002
13394,"Stow, MA: Minute Man Air Field",,
13395,"Mompos, Colombia: Mompos Airport",9.257874650000002,-74.43841678209354
13396,"Mbala, Zambia: Mbala Airport",-8.8580881,31.334709838482414
13397,"Columbia, SC: McEntire Jngb",,
13398,"Morristown, NJ: Morristown Municipal",40.79980845,-74.42250940675585
13399,"Malmo, Sweden: Malmo Airport",55.5361868,13.369715681029769
13400,"Miyakojima, Japan: Miyako",24.7823495,125.2948325
13401,"Fosston, MN: Fosston Municipal Anderson Field",,
13402,"Moose Lake, MN: Moose Lake Carlton County",46.420554100000004,-92.8023857
13403,"Ortonville, MN: Ortonville Municipal-Martinson Field",45.307544799999995,-96.42498230695792
13404,"Moanda, Congo (Kinshasa): Muanda",-5.931151,12.3515935
13405,"Nacala, Mozambique: Nacala International",,
13406,"Montserrat, Montserrat: John A Osborne",16.791459600000003,-62.193491684166936
13407,"Maiana, Kiribati: Maiana Airport",1.0036100000000001,173.03100590000003
13408,"Manila, Philippines: Ninoy Aquino International",14.5121499,121.02204702064272
13409,"Marinette, MI: Menominee Regional",,
13410,"Marion, OH: Marion Municipal",40.489751,-85.67858673531401
13411,"Manono, Congo (Kinshasa): Manono Airport",-7.288374,27.393696500000004
13413,"Mongu, Zambia: Mongu Airport",-15.25473365,23.162121818163136
13414,"Mansa, Zambia: Mansa Airport",-11.1385988,28.874869300000004
13415,"Minto, AK: Minto Al Wright",,
13416,"Mawlamyine, Burma: Mawlamyine Airport",16.44832955,97.66340271366148
13417,"Manicore, Brazil: Manicore Airport",-5.8113799,-61.2783012
13418,"Manassas, VA: Manassas Regional/Harry P. Davis Field",,
13419,"Mosby, MO: Midwest National Air Center",39.3327606,-94.30796966326791
13420,"Washington, MO: Washington Regional",38.58766225,-90.995165037736
13421,"Moa, Cuba: Orestes Acosta",20.65385535,-74.92266525547198
13422,"Mobile, AL: Mobile Regional",30.69214065,-88.24115749066227
13423,"Montes Claros, Brazil: Mario Ribeiro",-16.705091699999997,-43.82043023496563
13424,"Modesto, CA: Modesto City-County-Harry Sham Field",,
13425,"Mong Hsat, Burma: Mong Hsat Airport",20.517429500000002,99.257888
13426,"Molde, Norway: Aro",-25.725464000000002,27.739690500000002
13427,"Moudjeria, Mauritania: Moudjeria Ledfotar",,
13428,"Mount Cook, New Zealand: Mount Cook Airport",-43.7665583,170.13344355705377
13429,"Mount Pleasant, MI: Mount Pleasant Municipal",40.9471477,-91.5137927
13430,"Morondava, Madagascar: Morondava Airport",-20.287079000000002,44.316858200000006
13431,"Morristown, TN: Moore-Murrell",36.1809244,-83.3729496
13432,"Moses Point, AK: Moses Point Airport",64.6980556,-162.05722219999998
13433,"Minot, ND: Minot International",48.25794645,-101.27700504346882
13434,"Mountain Village, AK: Mountain Village Airport",62.0944378,-163.6843667
13435,"Moscow, Russia: Moscow Metropolitan Area",,
13437,"Monterrey, Colombia: Monterrey Airport",9.736667,-74.829444
13438,"Moorea Island, French Polynesia: Temae",,
13439,"Miami, FL: Watson Island International",,
13440,"Montpelier, ID: Montpelier Airport",39.077752200000006,-76.8270435260799
13441,"Morrilton, AR: Petit Jean Park",35.139215300000004,-92.90905146352785
13442,"Mokpo, South Korea: Mokpo Airport",34.7588997,126.3799973
13443,"Montpellier, France: Montpellier Mediterranee",43.58045285,3.963147482553551
13444,"Maputo, Mozambique: Maputo Airport",-25.9060844,32.58272640583841
13445,"Mount Pleasant, Falkland Islands (Islas Malvinas): Mount Pleasant Airport",-51.8208779,-58.4565304
13446,"Mt. Pocono, PA: Pocono Mountains Municipal",41.1365427,-75.37919220940253
13447,"McPherson, KS: McPherson Airport",40.330600200000006,-91.05013819999999
13448,"Mount Pleasant, TX: Mount Pleasant Municipal",40.9471477,-91.5137927
13449,"Maliana, Timor-Leste: Maliana Airport",-8.972083900000003,125.21436280846224
13450,"Montpelier/Barre, VT: Edward F Knapp State",44.2038669,-72.565238492514
13451,"Miyanmin, Papua New Guinea: Miyanmin Airport",,
13452,"Macomb, IL: Macomb Municipal",40.51656989999999,-90.6552003
13453,"Indianapolis, IN: Indianapolis Regional",39.844015899999995,-85.90103857375976
13454,"Mildura, Australia: Mildura Airport",-34.23063835,142.08837740764827
13455,"Mo I Rana, Norway: Rossvoll",66.36408109999999,14.301861576067285
13456,"Nelspruit, South Africa: Kruger Mpumalanga International",-25.38177545,31.107020624094748
13457,"Moundou, Chad: Moundou Airport",8.700465900000001,16.83419916546919
13458,"Mustique, Saint Vincent and the Grenadines: Mustique Airport",12.88771005,-61.17978890458075
13459,"Marquette, MI: Sawyer International",46.35340685,-87.39695850650213
13460,"Mek'ele, Ethiopia: Mek'ele Airport",13.4785247,39.5321564
13461,"Smyrna, TN: Smyrna Airport",36.00934045,-86.5166630591443
13462,"Misurata, Libya: Misrata International",32.32594395,15.060942281832936
13463,"Martinsburg, WV: Eastern WV Regional/Shepherd Field",,
13464,"Columbia, TN: Maury County",35.5548206,-87.18006431251524
13465,"Merida, Venezuela: Alberto Carnevalli",10.184751899999998,-67.55655336780637
13466,"Morehead City, NC: Beaufort Morehead City",34.733446799999996,-76.66017070000001
13467,"Anchorage, AK: Merrill Field",61.213321400000005,-149.8441957
13469,"Marco Island, FL: Marco Island Executive",25.99588455,-81.67281448335615
13470,"Morganton, NC: Morganton Lenoir",35.819724900000004,-81.6163147
13471,"Grand Case, Saint Martin: Grand Case Airport",18.10008545,-63.04743488119289
13472,"Marseille, France: Marseille Provence",,
13473,"Mauritius Island, Mauritius: Sir Seewoosagur Ramgoolam International",-20.4325615,57.68494928063223
13474,"Mineralnyye Vody, Russia: Mineralnyye Vody Airport",,
13475,"Margarita Island, Venezuela: Del Caribe International",,
13476,"Monterey, CA: Monterey Regional",36.58705795,-121.84190302414707
13477,"Moree, Australia: Moree Airport",-29.500594,149.84240051831463
13478,"Grenada, MS: Grenada Municipal",33.834080400000005,-89.79687549047566
13479,"Muskrat Dam, Canada: Muskrat Dam Airport",53.43698945,-91.7676678153239
13480,"Mesa, AZ: Falcon Field",33.45905325,-111.73042609300673
13481,"Manston, United Kingdom: Manston Airport",51.3465284,1.3474803985188637
13482,"Masirah, Oman: Masirah Airport",20.6753998,58.89049910000001
13483,"Misawa, Japan: Misawa AB",40.70130095,141.3717860384605
13484,"Muscle Shoals, AL: Northwest Alabama Regional",34.74589275,-87.61152944061621
13485,"Madison, WI: Dane County Regional-Truax Field",43.1420815,-89.33774533660622
13486,"Missoula, MT: Missoula International",46.91686665,-114.08780053891441
13487,"Minneapolis, MN: Minneapolis-St Paul International",44.878019050000006,-93.22092805376958
13488,"Minsk, Belarus: Minsk 2",53.89001365,28.03514434148387
13490,"Massena, NY: Massena International-Richards Field",,
13491,"Maastricht, Netherlands: Maastricht Aachen",50.91249905,5.77132050283004
13492,"Maseru, Lesotho: Moshoeshoe I International",-29.45659215,27.556054458079807
13493,"Monticello, NY: Sullivan County International",41.70198565,-74.79666606582127
13494,"Massawa, Eritrea: Massawa International",15.667202,39.371949381670156
13495,"New Orleans, LA: Louis Armstrong New Orleans International",29.99420015,-90.26430439366972
13496,"Namibe, Angola: Yuri Gagarin",-2.15634455,-79.88458960209616
13497,"Colstrip, MT: Colstrip Airport",45.8529717,-106.70515879999999
13498,"Mt. Clemens, MI: Selfridge Angb",,
13499,"Mt. Sandford, Australia: Mount Sanford Station",-16.978300100000002,130.5549927
13500,"Monte Alegre, Brazil: Monte Alegre Airport",1.6619988999999997,7.41126487159507
13501,"Marathon, FL: The Florida Keys Marathon International",24.7258703,-81.0512195
13502,"Montrose/Delta, CO: Montrose Regional",38.5118206,-107.89248795618497
13503,"Maitland, Australia: Maitland Airport",-32.701047599999995,151.49263081418496
13504,"Metlakatla, AK: Metlakatala",,
13505,"Baltimore, MD: Martin State",39.3245375,-76.41482994397549
13506,"Mattoon/Charleston, IL: Coles County Memorial",39.4760792,-88.27827012095959
13507,"Montauk Point, NY: Sky Portal",32.7323596,-117.204379
13508,"Monteria, Colombia: Los Garzones",8.82306995,-75.82509166756013
13509,"Manzini, Swaziland: Matsapha",-26.52782485,31.30831228243009
13510,"Minatitlan, Mexico: Minatitlan Airport",18.10075405,-94.57948302650331
13511,"Mota Lava, Vanuatu: Mota Lava Airport",-13.666000400000001,167.7120056
13512,"Manitowoc, WI: Manitowoc County",44.12854875,-87.68151575153836
13513,"Fairbanks, AK: Metro Field",64.8079317,-147.75512609999998
13514,"Monterrey, Mexico: General Mariano Escobedo International",25.775962699999997,-100.1084250972418
13515,"Masada, Israel: Israel Bar Yehuda",,
13516,"Munda, Solomon Islands: Munda Airport",-8.3272596,157.26105064765403
13517,"Maun, Botswana: Maun Airport",-19.97182325,23.431263730561167
13518,"Munich, Germany: Muenchen",48.3550655,11.7863798
13520,"Kamuela, HI: Waimea-Kohala",20.00264195,-155.6663464052309
13521,"Mulege, Mexico: Mulege Airport",27.089889399999997,-112.10113590000002
13522,"Mersa Matruh, Egypt: Mersa Matruh Airport",31.3168929,27.226581218302684
13523,"Moultrie, GA: Spence",31.137686900000002,-83.7040599
13524,"Maturin, Venezuela: Jose Tadeo Monagas International",,
13525,"Mountain Home, ID: Mountain Home AFB",43.04683355,-115.87639414293614
13526,"Marudi, Malaysia: Marudi Airport",4.1778259,114.3315774
13527,"Muscatine, IA: Muscatine Municipal",41.36677965,-91.14569508496643
13528,"Multan, Pakistan: Multan International",30.206255100000003,71.41994265804612
13530,"Musoma, Tanzania: Musoma Airport",-1.50286265,33.80178074217361
13531,"Mvengue, Gabon: Mvengue Airport",-1.65571835,13.438300812426656
13532,"Montevideo, Uruguay: Carrasco International",-34.830431950000005,-56.02199272049139
13533,"Mossoro, Brazil: Dixsept Rosado",,
13534,"Mandeville, Jamaica: Marlboro",41.633426799999995,-74.0156959
13535,"Morrisville, VT: Morrisville Stowe State",44.534174,-72.61428110324212
13536,"Kayenta, AZ: Kayenta Airport",36.71592975,-110.22951343732348
13537,"Mount Vernon, IL: Mount Vernon Airport",38.32355870000001,-88.85588870664101
13539,"Maroua, Cameroon: Salak",10.44891,14.26050673403482
13540,"Burlington/Mount Vernon, WA: Skagit Regional",48.47124375,-122.42062980049332
13541,"Martha's Vineyard, MA: Martha's Vineyard Airport",41.3923861,-70.61460077911286
13543,"Marion/Herrin, IL: Veterans Airport of Southern Illinois",,
13544,"Milwaukee, WI: Lawrence J Timmerman",43.11150295,-88.03377643579609
13545,"Mianwali, Pakistan: Mianwali Airport",32.5630989,71.57070159999999
13546,"Moses Lake, WA: Grant County International",47.20544520000001,-119.31546725058134
13547,"Mineral Wells, TX: Mineral Wells Regional",,
13548,"Windom, MN: Windom Municipal",43.9132906,-95.1094361
13549,"Middletown, OH: Middletown Regional/Hook Field",39.53105985,-84.39794351164792
13550,"Magwe, Burma: Magway",20.15076045,94.96756178028916
13551,"Mwanza, Tanzania: Mwanza Airport",-2.44485975,32.93172995417027
13552,"Masamba, Indonesia: Andi Jemma",-2.5582197,120.32461929727214
13553,"Monticello, UT: Monticello Airport",37.933246600000004,-109.3418816
13554,"Maxton, NC: Laurinburg-Maxton",34.7898,-79.3647
13555,"Montgomery, AL: Maxwell AFB",32.382900199999995,-86.365799
13556,"Marlboro, MA: Marlboro Airport",41.633426799999995,-74.0156959
13557,"Moro, Papua New Guinea: Moro Airport",-6.363329900000001,143.23800659999998
13558,"Minna, Nigeria: Minna Airport",9.65100345,6.460835072508949
13559,"Mexicali, Mexico: General Rodolfo Sanchez Taboada International",32.633327799999996,-115.2521905767134
13560,"Milan, Italy: Malpensa",45.6296273,8.723547468967393
13561,"Maota, Samoa: Maota Airport",-13.74242285,-172.25784812848053
13562,"Maintirano, Madagascar: Maintirano Airport",-18.0499992,44.0330009
13563,"Mora, Sweden: Mora Airport",38.15054345,21.414112346231533
13564,"McCarthy, AK: McCarthy Airport",61.43942560000001,-142.89761299999998
13565,"Moruya, Australia: Moruya Airport",-35.89351115,150.14704150499173
13566,"Mayumba, Gabon: Mayumba Airport",-3.4584197999999997,10.6740761
13567,"Maracay, Venezuela: Maracay Airport",,
13568,"Malindi, Kenya: Malindi Airport",-3.22089785,40.10009244120347
13569,"Miyake Jima, Japan: Miyake Jima Airport",,
13570,"San Diego, CA: Montgomery Gibbs Executive",,
13571,"Mayaguana, The Bahamas: Mayaguana Airport",22.3783241,-73.01538120094699
13572,"Marble Canyon, AZ: Cliff Dwellers",36.7343521,-111.7526410242542
13573,"Matsuyama, Japan: Matsuyama Airport",33.8273145,132.70132648377265
13574,"May Creek, AK: May Creek Airport",61.336289799999996,-142.6875629
13575,"McCall, ID: McCall Municipal",44.8940661,-116.1002554
13576,"Mary, Turkmenistan: Mary Airport",37.6262356,61.89712698274822
13577,"Myrtle Beach, SC: Myrtle Beach International",33.680640600000004,-78.92905970872893
13578,"Myitkyina, Burma: Myitkyina Airport",25.38344315,97.35604059517051
13579,"Mekoryuk, AK: Mekoryuk Airport",60.3750056,-166.2639482
13580,"Marysville, CA: Yuba County",39.097808,-121.56943999999999
13581,"Mtwara, Tanzania: Mtwara Airport",-10.3390999,40.1818008
13582,"Miri, Malaysia: Miri Airport",4.324871,113.98488590000002
13584,"Mocimboa Da Praia, Mozambique: Mocimboa Da Praia Airport",-11.359682099999999,40.3538089
13585,"Makung, Taiwan: Ma Kung AB",,
13586,"Mopti, Mali: Ambodedjo",14.511003599999999,-4.081367220716347
13587,"Marana, AZ: Pinal Airpark",32.51517545,-111.32269246489055
13588,"Marakei, Kiribati: Marakei Airport",2.05897555,173.2677581471771
13589,"Manizales, Colombia: La Nubia",5.02973355,-75.46445511565122
13590,"Metz, France: Metz-Nancy Metz-Frescaty",,
13591,"Minj, Papua New Guinea: Minj Airport",,
13592,"Manzanillo, Cuba: Sierra Maestra International",20.287658899999997,-77.09260518441101
13593,"Mazar-I-Sherif, Afghanistan: Mawlana Jalaluddin Muhammad Balkhi",,
13594,"Mazatlan, Mexico: General Rafael Buelna International",23.1648301,-106.26925813840558
13595,"Marion, IN: Marion Municipal",40.489751,-85.67858673531401
13596,"Pottstown, PA: Pottstown Municipal",40.2599273,-75.67077995210006
13597,"Robbinsville, NJ: Trenton-Robbinsville",40.2141171,-74.60145390000001
13598,"Narrabri, Australia: Narrabri Airport",-30.3292011,149.8250651
13599,"North Adams, MA: Harriman-and-West",35.9436865,-84.52215699999999
13600,"Nagpur, India: Dr. Baba Saheb Ambedkar International",,
13601,"Nakhon Ratchasima, Thailand: Nakhon Ratchasima Airport",14.95392165,102.31721687078816
13602,"Nadi, Fiji: Nadi International",-17.76304695,177.43699053691282
13603,"Nanchong, China: Nanchong Airport",30.79770895,106.16543688606279
13604,"Naples, Italy: Capodichino",40.8741592,14.297439311504426
13605,"Nassau, The Bahamas: Lynden Pindling International",25.03933675,-77.47012287193702
13606,"Natal, Brazil: Augusto Severo",-5.9114,-35.2477
13607,"Napuka Islnd, French Polynesia: Napuka",-14.176799800000001,-141.2669983
13609,"Star Harbour, Solomon Islands: Nana",43.20467050000001,44.609882416180035
13610,"Nambaiyufa, Papua New Guinea: Nambaiyufa Airport",,
13611,"Naberevnye Chelny, Russia: Begishevo",55.56537455,52.09920001718568
13612,"New Orleans, LA: New Orleans NAS JRB",29.825300199999997,-90.0350037
13613,"Newburgh, NY: Newburgh Airport",41.5020532,-74.12120288016584
13614,"Bangkok, Thailand: Suvarnabhumi International",13.68187665,100.74858027718851
13616,"Nairobi, Kenya: Nairobi Jomo Kenyatta International",-1.31574735,36.93208047708836
13617,"Glenview, IL: Glenview NAS",,
13618,"Guantanamo, Cuba: Guantanamo Bay NS",,
13619,"Gastonia, NC: Gastonia Municipal",35.20015120000001,-81.15013859999999
13620,"Smithfield, NC: Johnston Regional",35.5424973,-78.39009279999999
13621,"Shelby, NC: Shelby-Cleveland County Regional",35.25577,-81.59971457282393
13622,"Currituck, NC: Currituck County Regional",36.39880225,-76.01604933596873
13623,"Kenansville, NC: Duplin County",35.0000992,-77.98169709999999
13624,"North Caicos, Turks and Caicos Islands: North Caicos International",,
13625,"Nice, France: Nice Cote D Azur",,
13626,"Nachingwea, Tanzania: Nachingwea Airport",-10.3575001,38.7792015
13627,"Necocli, Colombia: Necocli Airport",8.4501858,-76.7779122
13628,"Newcastle, United Kingdom: Newcastle Airport",55.03847185,-1.6964485280384527
13629,"Chenega, AK: Chenega Bay",60.0790937,-147.99635580000003
13630,"North Kingstown, RI: Quonset State Air Reserve National Guard Helipad",,
13631,"Subic Bay, Philippines: Cubi Point NAS",,
13632,"Marietta, GA: Dobbins ARB",34.909034999999996,-79.68638
13633,"Newcastle, South Africa: Newcastle Airport",55.03847185,-1.6964485280384527
13634,"Nicoya, Costa Rica: Miguel Angel Castillo Zumbado",,
13635,"Nukus, Uzbekistan: Nukus Airport",42.48952825,59.62225525542154
13636,"Annecy, France: Annecy Meythet",45.92886175,6.100039769748436
13637,"Kindred, ND: Robert Odegaard Field",,
13638,"Nouadhibou, Mauritania: Nouadhibou Airport",52.3094294,4.7610255
13639,"Nanded, India: Nanded Airport",19.18165365,77.32401532338316
13641,"Ndjamena, Chad: Hassan Djamous",12.1360386,15.034863267284264
13642,"Ndele, Central African Republic: Ndele Airport",8.424743800000002,20.635575113621016
13643,"Nador, Morocco: El Aroui International",,
13644,"Cuxhaven, Germany: Nordholz-Spieka",53.772147100000005,8.662276556603832
13645,"Gothenburg, NE: Gothenburg Municipal",,
13646,"Blair, NE: Blair Municipal",41.415614899999994,-96.1090136
13647,"Brunswick, GA: Glynco NAS",,
13648,"Negril, Jamaica: Negril Airport",18.3398797,-78.3360557
13650,"Lakehurst, NJ: Lakehurst/Maxfield Field",40.033394,-74.35362459999999
13651,"Neryungri, Russia: Neryungri Airport",56.90983535,124.89384106874023
13652,"New Bight, The Bahamas: New Bight Airport",24.314824100000006,-75.45763803663925
13653,"Sam Neua, Laos: Samneua",20.41857465,104.06716456144292
13654,"Nevis, Saint Kitts and Nevis: Vance Winkworth Amory",,
13655,"New Orleans, LA: Lakefront",40.1565907,-74.4570348
13656,"Fallon, NV: Fallon NAS",,
13657,"Young, Australia: Young Airport",41.164480499999996,-90.5573562
13658,"Ningbo, China: Lishe",29.8259549,121.45938062248736
13659,"Grand Canyon, AZ: North Rim",41.8144309,12.226901204880779
13660,"Anegada, British Virgin Islands: Auguste George",18.727712399999998,-64.32864252869578
13661,"N'Gaoundere, Cameroon: N'Gaoundere Airport",7.345820599999999,13.554005100000001
13662,"Kaneohe, HI: Kaneohe Bay MCAS",,
13663,"Guam, TT: Agana NAS",,
13664,"Nagoya, Japan: Nagoya Airport",35.1289619,136.9192899
13665,"Corpus Christi, TX: Corpus Christi NAS",27.692196999999997,-97.27602153978141
13666,"Nagasaki, Japan: Nagasaki Airport",32.917846000000004,129.91533753537925
13667,"Norfolk, VA: Norfolk NS",41.9813812,-97.43393389626101
13668,"Alameda, CA: Alameda NAS",,
13669,"Nha-Trang, Vietnam: Nha Trang",12.2494617,109.1928636
13670,"Dubai, United Arab Emirates: Minhad AB",,
13671,"Patuxent River, MD: Patuxent River NAS",,
13672,"Northolt, United Kingdom: RAF Northolt",51.55435185,-0.41810322938551225
13673,"Nuku Hiva, French Polynesia: Nuku Hiva Fr.Poly.",,
13674,"Brunswick, ME: Brunswick Executive",43.8922222,-69.93861109999999
13675,"Nimba, Liberia: Nimba Airport",-14.5685997,30.834100699999997
13676,"Nikolai, AK: Nikolai Airport",63.0182542,-154.3579666
13677,"Nicosia, Cyprus: Nicosia Airport",35.1057526,33.3217554
13678,"Niblack, AK: Niblack Airport",34.1564841,-97.07834620000001
13679,"Nikunau, Kiribati: Nikunau Airport",-1.31444,176.41000369999998
13680,"Niamey, Niger: Diori Hamani",13.484454099999999,2.186331596902585
13681,"Ninilchik, AK: Ninilchik Airport",60.01993535,-151.58894742992953
13682,"Jacksonville, FL: Jacksonville NAS",30.23218005,-81.6791935827137
13683,"Niort, France: Niort Airport",,
13684,"Nioro, Mali: Nioro Airport",15.23953285,-9.57321168978643
13685,"Berlin, NJ: Camden County",39.7784484,-74.9473873
13686,"West Creek, NJ: Eagles Nest",38.0770797,-78.9441915
13687,"Atsugi, Japan: Atsugi NAF",35.4546013,139.4499969
13688,"Nizhnevartovsk, Russia: Nizhnevartovsk Airport",60.949460650000006,76.48567132406698
13689,"El Centro, CA: El Centro NAF",45.430785799999995,-122.6498746
13690,"Nkan, Gabon: Nkan Airport",0.38466469999999997,9.7530994
13691,"Nouakchott, Mauritania: Nouakchott Airport",18.3039429,-15.961577800000002
13692,"Nanjing, China: Lukou",31.733221899999997,118.86984340000001
13693,"Naukiti, AK: Naukiti Airport",,
13694,"Nagoya, Japan: Chubu Centrair International",34.858719699999995,136.81136335112637
13695,"Nankina, Papua New Guinea: Nankina Airport",,
13696,"Nkongsamba, Cameroon: Nkongsamba Airport",,
13697,"Cherry Point, NC: Cherry Point MCAS",34.902631899999996,-76.8807403
13698,"Nichen Cove, AK: Nichin Cove Seaplane Base",55.8525304,-133.22922830000002
13699,"Diego Garcia, British Indian Ocean Territory: Diego Garcia Nsf",,
13700,"San Diego, CA: Miramar MCAS",32.876378200000005,-117.08249056436634
13701,"Ndola, Zambia: Ndola Airport",-12.996803450000002,28.665315872027826
13702,"Lemoore, CA: Lemoore NAS",,
13703,"Nuevo Laredo, Mexico: Quetzalcoatl International",27.4424899,-99.56709906841327
13704,"Nelson Lagoon, AK: Nelson Lagoon Airport",56.007484999999996,-161.16698080000003
13705,"Norfolk Island, Australia: Norfolk Island Airport",-29.04165755,167.93946074308158
13706,"Kinshasa, Congo (Kinshasa): N'Dolo",-4.326772599999999,15.3280693
13707,"Nelspruit, South Africa: Nelspruit Airport",-25.50018445,30.91287391250805
13708,"Nicholson, Australia: Nicholson Station",38.93428370000001,-84.56492005164603
13709,"Norman's Cay, The Bahamas: Norman's Cay Airport",24.59807545,-76.81803288300762
13710,"Nightmute, AK: Nightmute Airport",60.46984675,-164.70296523136636
13711,"San Miguel, Panama: San Miguel Airport",3.8680559999999997,-73.252778
13712,"Kenitra, Morocco: Kenitra Airport",34.298900599999996,-6.59588
13713,"Nanning, China: Wuxu",22.6086725,108.17966581574288
13714,"Naknek, AK: Naknek Airport",58.7328918,-157.02035706051322
13715,"Nondalton, AK: Nondalton Airport",59.978888899999994,-154.83944440000002
13716,"Nanuque, Brazil: Nanuque Airport",-17.8234475,-40.3296120536359
13717,"Nanyang, China: Nanyang East",30.23631425,120.42937651818727
13718,"Nowra, Australia: Nowra Airport",-34.83103715,150.57882424134525
13719,"Connaught, Ireland: Ireland West Airport Knock",53.91159225,-8.81313884580053
13720,"Nogales, Mexico: Nogales International",31.225708100000002,-110.97437551459416
13721,"Nonouti, Kiribati: Nonouti Airport",-0.639722,174.4279938
13722,"Mactan Island, Philippines: Nab",27.7228511,68.823611
13723,"Nordfjordur, Iceland: Nordfjordur Airport",65.1316085,-13.747075767080206
13724,"Nossi-Be, Madagascar: Fascene",-13.3125742,48.314330613712386
